URL,ms_no,page,rv,x,y,w,h,color
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_13_R_TC_46/2315,1025,1568,295/pct:40/0/default.jpg",028,13,R,2315,1025,1568,295,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_41_R_TC_46/525,8830,1705,153/pct:40/0/default.jpg",028,41,R,525,8830,1705,153,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_41_R_TC_46/2623,8830,1675,153/pct:40/0/default.jpg",028,41,R,2623,8830,1675,153,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_42_V_TC_46/3155,4575,1335,145/pct:40/0/default.jpg",028,42,V,3155,4575,1335,145,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_44_V_TC_46/1110,4120,1485,175/pct:40/0/default.jpg",028,44,V,1110,4120,1485,175,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_44_V_TC_46/1110,4300,1265,138/pct:40/0/default.jpg",028,44,V,1110,4300,1265,138,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_47_R_TC_46/340,1358,1375,163/pct:40/0/default.jpg",028,47,R,340,1358,1375,163,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_47_R_TC_46/340,1525,1685,143/pct:40/0/default.jpg",028,47,R,340,1525,1685,143,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_51_R_TC_46/2660,2473,1428,153/pct:40/0/default.jpg",028,51,R,2660,2473,1428,153,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_53_V_TC_46/3285,105,1658,25/pct:40/0/default.jpg",028,53,V,3285,105,1658,25,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_54_V_TC_46/1400,895,1423,165/pct:40/0/default.jpg",028,54,V,1400,895,1423,165,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_54_V_TC_46/1580,1065,1265,153/pct:40/0/default.jpg",028,54,V,1580,1065,1265,153,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_62_R_TC_46/2408,4615,1630,155/pct:40/0/default.jpg",028,62,R,2408,4615,1630,155,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_62_R_TC_46/2415,4775,1640,165/pct:40/0/default.jpg",028,62,R,2415,4775,1640,165,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_62_R_TC_46/2818,4945,1038,155/pct:40/0/default.jpg",028,62,R,2818,4945,1038,155,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_65_R_TC_46/955,5438,1060,155/pct:40/0/default.jpg",028,65,R,955,5438,1060,155,
